      0.05464000     -0.05456000     -0.02500000
      0.05049000     -0.03927000     -0.02500000
      0.04618000     -0.02583000     -0.02500000
      0.04634000      0.02572000     -0.02500000
      0.05049000      0.03943000     -0.02500000
      0.05464000      0.05456000     -0.02500000
      0.06449000     -0.02920000     -0.02500000
      0.06181000     -0.01657000     -0.02500000
      0.06019000     -0.00553000     -0.02500000
      0.06019000      0.00553000     -0.02500000
      0.06181000      0.01657000     -0.02500000
      0.06449000      0.02936000     -0.02500000
     -0.06449000     -0.02920000     -0.03500000
     -0.06181000     -0.01657000     -0.03500000
     -0.06019000     -0.00553000     -0.03500000
     -0.06019000      0.00553000     -0.03500000
     -0.06181000      0.01657000     -0.03500000
     -0.06449000      0.02936000     -0.03500000
     -0.05464000     -0.05456000     -0.03500000
     -0.05049000     -0.03927000     -0.03500000
     -0.04618000     -0.02583000     -0.03500000
     -0.04634000      0.02572000     -0.03500000
     -0.05049000      0.03943000     -0.03500000
     -0.05464000      0.05456000     -0.03500000
     -0.03935000     -0.05041000     -0.03500000
     -0.03935000      0.05041000     -0.03500000
     -0.02928000     -0.06441000     -0.03500000
     -0.02564000     -0.04626000     -0.03500000
     -0.02564000      0.04626000     -0.03500000
     -0.02928000      0.06441000     -0.03500000
     -0.01665000     -0.06173000     -0.03500000
     -0.01665000      0.06173000     -0.03500000
     -0.00561000     -0.06011000     -0.03500000
     -0.00561000      0.06011000     -0.03500000
      0.00561000     -0.06011000     -0.03500000
      0.00561000      0.06011000     -0.03500000
      0.01665000     -0.06173000     -0.03500000
      0.01665000      0.06173000     -0.03500000
      0.02928000     -0.06441000     -0.03500000
      0.02564000     -0.04626000     -0.03500000
      0.02564000      0.04626000     -0.03500000
      0.02928000      0.06441000     -0.03500000
      0.03935000     -0.05041000     -0.03500000
      0.03935000      0.05041000     -0.03500000
      0.05464000     -0.05456000     -0.03500000
      0.05049000     -0.03927000     -0.03500000
      0.04618000     -0.02583000     -0.03500000
      0.04634000      0.02572000     -0.03500000
      0.05049000      0.03943000     -0.03500000
      0.05464000      0.05456000     -0.03500000
      0.06449000     -0.02920000     -0.03500000
      0.06181000     -0.01657000     -0.03500000
      0.06019000     -0.00553000     -0.03500000
      0.06019000      0.00553000     -0.03500000
      0.06181000      0.01657000     -0.03500000
      0.06449000      0.02936000     -0.03500000
     -0.06449000     -0.02920000     -0.04500000
     -0.06181000     -0.01657000     -0.04500000
     -0.06019000     -0.00553000     -0.04500000
     -0.06019000      0.00553000     -0.04500000
     -0.06181000      0.01657000     -0.04500000
     -0.06449000      0.02936000     -0.04500000
     -0.05464000     -0.05456000     -0.04500000
     -0.05049000     -0.03927000     -0.04500000
     -0.04618000     -0.02583000     -0.04500000
     -0.04634000      0.02572000     -0.04500000
     -0.05049000      0.03943000     -0.04500000
     -0.05464000      0.05456000     -0.04500000
     -0.03935000     -0.05041000     -0.04500000
     -0.03935000      0.05041000     -0.04500000
     -0.02928000     -0.06441000     -0.04500000
     -0.02564000     -0.04626000     -0.04500000
     -0.02564000      0.04626000     -0.04500000
     -0.02928000      0.06441000     -0.04500000
     -0.01665000     -0.06173000     -0.04500000
     -0.01665000      0.06173000     -0.04500000
     -0.00561000     -0.06011000     -0.04500000
     -0.00561000      0.06011000     -0.04500000
      0.00561000     -0.06011000     -0.04500000
      0.00561000      0.06011000     -0.04500000
      0.01665000     -0.06173000     -0.04500000
      0.01665000      0.06173000     -0.04500000
      0.02928000     -0.06441000     -0.04500000
      0.02564000     -0.04626000     -0.04500000
      0.02564000      0.04626000     -0.04500000
      0.02928000      0.06441000     -0.04500000
      0.03935000     -0.05041000     -0.04500000
      0.03935000      0.05041000     -0.04500000
      0.05464000     -0.05456000     -0.04500000
      0.05049000     -0.03927000     -0.04500000
      0.04618000     -0.02583000     -0.04500000
      0.04634000      0.02572000     -0.04500000
      0.05049000      0.03943000     -0.04500000
      0.05464000      0.05456000     -0.04500000
      0.06449000     -0.02920000     -0.04500000
      0.06181000     -0.01657000     -0.04500000
      0.06019000     -0.00553000     -0.04500000
      0.06019000      0.00553000     -0.04500000
      0.06181000      0.01657000     -0.04500000
      0.06449000      0.02936000     -0.04500000
     -0.06449000     -0.02920000     -0.05500000
     -0.06181000     -0.01657000     -0.05500000
     -0.06019000     -0.00553000     -0.05500000
     -0.06019000      0.00553000     -0.05500000
     -0.06181000      0.01657000     -0.05500000
     -0.06449000      0.02936000     -0.05500000
     -0.05464000     -0.05456000     -0.05500000
     -0.05049000     -0.03927000     -0.05500000
     -0.04618000     -0.02583000     -0.05500000
     -0.04634000      0.02572000     -0.05500000
     -0.05049000      0.03943000     -0.05500000
     -0.05464000      0.05456000     -0.05500000
     -0.03935000     -0.05041000     -0.05500000
     -0.03935000      0.05041000     -0.05500000
     -0.02928000     -0.06441000     -0.05500000
     -0.02564000     -0.04626000     -0.05500000
     -0.02564000      0.04626000     -0.05500000
     -0.02928000      0.06441000     -0.05500000
     -0.01665000     -0.06173000     -0.05500000
     -0.01665000      0.06173000     -0.05500000
     -0.00561000     -0.06011000     -0.05500000
     -0.00561000      0.06011000     -0.05500000
      0.00561000     -0.06011000     -0.05500000
      0.00561000      0.06011000     -0.05500000
      0.01665000     -0.06173000     -0.05500000
      0.01665000      0.06173000     -0.05500000
      0.02928000     -0.06441000     -0.05500000
      0.02564000     -0.04626000     -0.05500000
      0.02564000      0.04626000     -0.05500000
      0.02928000      0.06441000     -0.05500000
      0.03935000     -0.05041000     -0.05500000
      0.03935000      0.05041000     -0.05500000
      0.05464000     -0.05456000     -0.05500000
      0.05049000     -0.03927000     -0.05500000
      0.04618000     -0.02583000     -0.05500000
      0.04634000      0.02572000     -0.05500000
      0.05049000      0.03943000     -0.05500000
      0.05464000      0.05456000     -0.05500000
      0.06449000     -0.02920000     -0.05500000
      0.06181000     -0.01657000     -0.05500000
      0.06019000     -0.00553000     -0.05500000
      0.06019000      0.00553000     -0.05500000
      0.06181000      0.01657000     -0.05500000
      0.06449000      0.02936000     -0.05500000
     -0.06449000     -0.02920000     -0.06500000
     -0.06181000     -0.01657000     -0.06500000
     -0.06019000     -0.00553000     -0.06500000
     -0.06019000      0.00553000     -0.06500000
     -0.06181000      0.01657000     -0.06500000
     -0.06449000      0.02936000     -0.06500000
     -0.05464000     -0.05456000     -0.06500000
     -0.05049000     -0.03927000     -0.06500000
     -0.04618000     -0.02583000     -0.06500000
     -0.04634000      0.02572000     -0.06500000
     -0.05049000      0.03943000     -0.06500000
     -0.05464000      0.05456000     -0.06500000
     -0.03935000     -0.05041000     -0.06500000
     -0.03935000      0.05041000     -0.06500000
     -0.02928000     -0.06441000     -0.06500000
     -0.02564000     -0.04626000     -0.06500000
     -0.02564000      0.04626000     -0.06500000
     -0.02928000      0.06441000     -0.06500000
     -0.01665000     -0.06173000     -0.06500000
     -0.01665000      0.06173000     -0.06500000
     -0.00561000     -0.06011000     -0.06500000
     -0.00561000      0.06011000     -0.06500000
      0.00561000     -0.06011000     -0.06500000
      0.00561000      0.06011000     -0.06500000
      0.01665000     -0.06173000     -0.06500000
      0.01665000      0.06173000     -0.06500000
      0.02928000     -0.06441000     -0.06500000
      0.02564000     -0.04626000     -0.06500000
      0.02564000      0.04626000     -0.06500000
      0.02928000      0.06441000     -0.06500000
      0.03935000     -0.05041000     -0.06500000
      0.03935000      0.05041000     -0.06500000
      0.05464000     -0.05456000     -0.06500000
      0.05049000     -0.03927000     -0.06500000
      0.04618000     -0.02583000     -0.06500000
      0.04634000      0.02572000     -0.06500000
      0.05049000      0.03943000     -0.06500000
      0.05464000      0.05456000     -0.06500000
      0.06449000     -0.02920000     -0.06500000
      0.06181000     -0.01657000     -0.06500000
      0.06019000     -0.00553000     -0.06500000
      0.06019000      0.00553000     -0.06500000
      0.06181000      0.01657000     -0.06500000
      0.06449000      0.02936000     -0.06500000
     -0.06449000     -0.02920000     -0.07500000
     -0.06181000     -0.01657000     -0.07500000
     -0.06019000     -0.00553000     -0.07500000
     -0.06019000      0.00553000     -0.07500000
     -0.06181000      0.01657000     -0.07500000
     -0.06449000      0.02936000     -0.07500000
     -0.05464000     -0.05456000     -0.07500000
     -0.05049000     -0.03927000     -0.07500000
     -0.04618000     -0.02583000     -0.07500000
     -0.04634000      0.02572000     -0.07500000
     -0.05049000      0.03943000     -0.07500000
     -0.05464000      0.05456000     -0.07500000
     -0.03935000     -0.05041000     -0.07500000
     -0.03935000      0.05041000     -0.07500000
     -0.02928000     -0.06441000     -0.07500000
     -0.02564000     -0.04626000     -0.07500000
     -0.02564000      0.04626000     -0.07500000
     -0.02928000      0.06441000     -0.07500000
     -0.01665000     -0.06173000     -0.07500000
     -0.01665000      0.06173000     -0.07500000
     -0.00561000     -0.06011000     -0.07500000
     -0.00561000      0.06011000     -0.07500000
      0.00561000     -0.06011000     -0.07500000
      0.00561000      0.06011000     -0.07500000
      0.01665000     -0.06173000     -0.07500000
      0.01665000      0.06173000     -0.07500000
      0.02928000     -0.06441000     -0.07500000
      0.02564000     -0.04626000     -0.07500000
      0.02564000      0.04626000     -0.07500000
      0.02928000      0.06441000     -0.07500000
      0.03935000     -0.05041000     -0.07500000
      0.03935000      0.05041000     -0.07500000
      0.05464000     -0.05456000     -0.07500000
      0.05049000     -0.03927000     -0.07500000
      0.04618000     -0.02583000     -0.07500000
      0.04634000      0.02572000     -0.07500000
      0.05049000      0.03943000     -0.07500000
      0.05464000      0.05456000     -0.07500000
      0.06449000     -0.02920000     -0.07500000
      0.06181000     -0.01657000     -0.07500000
      0.06019000     -0.00553000     -0.07500000
      0.06019000      0.00553000     -0.07500000
      0.06181000      0.01657000     -0.07500000
      0.06449000      0.02936000     -0.07500000
     -0.06449000     -0.02920000     -0.08500000
     -0.06181000     -0.01657000     -0.08500000
     -0.06019000     -0.00553000     -0.08500000
     -0.06019000      0.00553000     -0.08500000
     -0.06181000      0.01657000     -0.08500000
     -0.06449000      0.02936000     -0.08500000
     -0.05464000     -0.05456000     -0.08500000
     -0.05049000     -0.03927000     -0.08500000
     -0.04618000     -0.02583000     -0.08500000
     -0.04634000      0.02572000     -0.08500000
     -0.05049000      0.03943000     -0.08500000
     -0.05464000      0.05456000     -0.08500000
     -0.03935000     -0.05041000     -0.08500000
     -0.03935000      0.05041000     -0.08500000
     -0.02928000     -0.06441000     -0.08500000
     -0.02564000     -0.04626000     -0.08500000
     -0.02564000      0.04626000     -0.08500000
     -0.02928000      0.06441000     -0.08500000
     -0.01665000     -0.06173000     -0.08500000
     -0.01665000      0.06173000     -0.08500000
     -0.00561000     -0.06011000     -0.08500000
     -0.00561000      0.06011000     -0.08500000
      0.00561000     -0.06011000     -0.08500000
      0.00561000      0.06011000     -0.08500000
      0.01665000     -0.06173000     -0.08500000
      0.01665000      0.06173000     -0.08500000
      0.02928000     -0.06441000     -0.08500000
      0.02564000     -0.04626000     -0.08500000
      0.02564000      0.04626000     -0.08500000
      0.02928000      0.06441000     -0.08500000
      0.03935000     -0.05041000     -0.08500000
      0.03935000      0.05041000     -0.08500000
      0.05464000     -0.05456000     -0.08500000
      0.05049000     -0.03927000     -0.08500000
      0.04618000     -0.02583000     -0.08500000
      0.04634000      0.02572000     -0.08500000
      0.05049000      0.03943000     -0.08500000
      0.05464000      0.05456000     -0.08500000
      0.06449000     -0.02920000     -0.08500000
      0.06181000     -0.01657000     -0.08500000
      0.06019000     -0.00553000     -0.08500000
      0.06019000      0.00553000     -0.08500000
      0.06181000      0.01657000     -0.08500000
      0.06449000      0.02936000     -0.08500000
     -0.06449000     -0.02920000     -0.09500000
     -0.06181000     -0.01657000     -0.09500000
     -0.06019000     -0.00553000     -0.09500000
     -0.06019000      0.00553000     -0.09500000
     -0.06181000      0.01657000     -0.09500000
     -0.06449000      0.02936000     -0.09500000
     -0.05464000     -0.05456000     -0.09500000
     -0.05049000     -0.03927000     -0.09500000
     -0.04618000     -0.02583000     -0.09500000
     -0.04634000      0.02572000     -0.09500000
     -0.05049000      0.03943000     -0.09500000
     -0.05464000      0.05456000     -0.09500000
     -0.03935000     -0.05041000     -0.09500000
     -0.03935000      0.05041000     -0.09500000
     -0.02928000     -0.06441000     -0.09500000
     -0.02564000     -0.04626000     -0.09500000
     -0.02564000      0.04626000     -0.09500000
     -0.02928000      0.06441000     -0.09500000
     -0.01665000     -0.06173000     -0.09500000
     -0.01665000      0.06173000     -0.09500000
     -0.00561000     -0.06011000     -0.09500000
     -0.00561000      0.06011000     -0.09500000
      0.00561000     -0.06011000     -0.09500000
      0.00561000      0.06011000     -0.09500000
      0.01665000     -0.06173000     -0.09500000
      0.01665000      0.06173000     -0.09500000
      0.02928000     -0.06441000     -0.09500000
      0.02564000     -0.04626000     -0.09500000
      0.02564000      0.04626000     -0.09500000
      0.02928000      0.06441000     -0.09500000
      0.03935000     -0.05041000     -0.09500000
      0.03935000      0.05041000     -0.09500000
      0.05464000     -0.05456000     -0.09500000
      0.05049000     -0.03927000     -0.09500000
      0.04618000     -0.02583000     -0.09500000
      0.04634000      0.02572000     -0.09500000
      0.05049000      0.03943000     -0.09500000
      0.05464000      0.05456000     -0.09500000
      0.06449000     -0.02920000     -0.09500000
      0.06181000     -0.01657000     -0.09500000
      0.06019000     -0.00553000     -0.09500000
      0.06019000      0.00553000     -0.09500000
      0.06181000      0.01657000     -0.09500000
      0.06449000      0.02936000     -0.09500000
